Plant #,Treatment,Germinant #,Germination Day,Height (on germination day) ,Root Length (mm),Root Weight (g),Total Weight (g),AGB Weight (g),notes,extra notes,,,,,,,,,,,,,,,,
72,FL_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
72,FL_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
72,FL_NC,4A,22,1,71.63,0.0003,0.0026,0.0023,,,,,,,,,,,,,,,,,,
72,FL_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
72,FL_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
72,FL_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
72,FL_NC,6A,31,8,3.76,0.0001,0.0013,0.0012,,,,,,,,,,,,,,,,,,
72,FL_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
72,FL_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
72,FL_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
72,FL_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
72,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
72,FL_NC,9A,14,3,91.55,0.0011,0.0064,0.0053,,,,,,,,,,,,,,,,,,
72,FL_NC,9B,22,5,84.41,0.0006,0.0037,0.0031,,,,,,,,,,,,,,,,,,
72,FL_NC,10A,29,5,,,,,germ not found,,,,,,,,,,,,,,,,,
72,FL_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,4A,32,4,34.61,0.0005,0.0023,0.0018,,,,,,,,,,,,,,,,,,
73,FL_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,5A,36,8,,,,,germ not found,,,,,,,,,,,,,,,,,
73,FL_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,7A,27,3,79.12,0,0.0033,0.0033,no roots,,,,,,,,,,,,,,,,,
73,FL_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
73,FL_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,9A,26,3,22.28,0.0002,0.0025,0.0023,,,,,,,,,,,,,,,,,,
74,CON_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
74,CON_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,3A,19,12,64.09,0.0021,0.004,0.0019,,,,,,,,,,,,,,,,,,
75,CON_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,7A,27,5,93.47,0.0007,0.0035,0.0028,,,,,,,,,,,,,,,,,,
75,CON_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
75,CON_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,1A,14,4,130.83,0.0006,0.0041,0.0035,,,,,,,,,,,,,,,,,,
76,NC_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,4A,14,5,112.02,0.0011,0.0054,0.0043,,,,,,,,,,,,,,,,,,
76,NC_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
76,NC_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,1A,,,,,,,"germinated, but date unknown",,,,,,,,,,,,,,,,,
77,NC_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,3A,26,4,47.67,0.0005,0.0017,0.0012,,,,,,,,,,,,,,,,,,
77,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
77,NC_NC,10A,24,8,84.27,0.0007,0.0027,0.002,,,,,,,,,,,,,,,,,,
77,NC_NC,10B,,,78.8,0.0006,0.0031,0.0025,,,,,,,,,,,,,,,,,,
78,NC_NC,1A,13,4,90.35,0.0002,0.0032,0.003,,,,,,,,,,,,,,,,,,
78,NC_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
78,NC_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
78,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
78,NC_NC,3A,22,9,72.21,0.0014,0.0016,0.0002,,,,,,,,,,,,,,,,,,
78,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
78,NC_NC,4A,,,125.52,0.0011,0.0035,0.0024,,,,,,,,,,,,,,,,,,
78,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
78,NC_NC,5A,13,5,,,,,germ not found,,,,,,,,,,,,,,,,,
78,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
78,NC_NC,6A,22,11,56.52,0.0006,0.0033,0.0027,,,,,,,,,,,,,,,,,,
78,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
78,NC_NC,7A,33,6,37.87,1E-04,0.0021,0.002,,,,,,,,,,,,,,,,,,
78,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
78,NC_NC,8A,26,5,58.89,0.0003,0.0018,0.0015,,,,,,,,,,,,,,,,,,
78,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
78,NC_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
78,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
78,NC_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
78,NC_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,1A,14,6,129.45,0.0013,0.0061,0.0048,,,,,,,,,,,,,,,,,,
79,NC_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,2A,29,5,16.92,0.0003,0.0022,0.0019,,,,,,,,,,,,,,,,,,
79,NC_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
79,NC_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,1A,37,6,67.62,0.0016,0.0018,0.0002,,,,,,,,,,,,,,,,,,
80,FL_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,3A,14,3,60.67,0.0003,0.0073,0.007,,,,,,,,,,,,,,,,,,
80,FL_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,8A,12,3,59.89,0.0001,0.0027,0.0026,,,,,,,,,,,,,,,,,,
80,FL_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
80,FL_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,1A,32,6,102.62,0.0005,0.0018,0.0013,,,,,,,,,,,,,,,,,,
81,CON_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,2A,36,9,28,0.0005,0.0017,0.0012,,,,,,,,,,,,,,,,,,
81,CON_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,3A,13,3,121.96,0.0022,0.0057,0.0035,,,,,,,,,,,,,,,,,,
81,CON_NC,3B,25,4,67.24,0.0004,0.0028,0.0024,,,,,,,,,,,,,,,,,,
81,CON_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,7A,12,8,152.58,0.0025,0.0067,0.0042,,,,,,,,,,,,,,,,,,
81,CON_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
81,CON_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,8A,34,7,,0.0006,0.0034,0.0028,,,,,,,,,,,,,,,,,,
82,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
82,NC_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
83,FL_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
84,NC_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,3A,22,5,22.57,0.0006,0.0022,0.0016,,,,,,,,,,,,,,,,,,
85,FL_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,6A,27,4,91.83,0.0014,0.0032,0.0018,,,,,,,,,,,,,,,,,,
85,FL_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,3A,22,12,82.54,0.0009,0.0039,0.003,,,,,,,,,,,,,,,,,,
87,CON_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,7A,13,8,126.41,0.0013,0.0037,0.0024,,,,,,,,,,,,,,,,,,
87,CON_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,8A,26,8,69.42,0.0006,0.0035,0.0029,,,,,,,,,,,,,,,,,,
87,CON_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,1A,19,4,121.4,0.001,0.0046,0.0036,,,,,,,,,,,,,,,,,,
88,FL_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,2A,19,1,94.26,0.0008,0.005,0.0042,,,,,,,,,,,,,,,,,,
88,FL_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,3A,32,5,52.12,0.0005,0.0021,0.0016,,,,,,,,,,,,,,,,,,
88,FL_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,5A,20,1,148.97,0.001,0.0039,0.0029,,,,,,,,,,,,,,,,,,
88,FL_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,6A,20,1,99.2,0.0008,0.0034,0.0026,,,,,,,,,,,,,,,,,,
88,FL_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,8A,20,2,95.69,0.001,0.0043,0.0033,,,,,,,,,,,,,,,,,,
88,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,4A,20,6,111.95,0.0014,0.0059,0.0045,,,,,,,,,,,,,,,,,,
89,NC_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,9A,13,11,129.39,0.0013,0.0063,0.005,,,,,,,,,,,,,,,,,,
89,NC_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,5A,22,5,140.68,0.0016,0.0047,0.0031,,,,,,,,,,,,,,,,,,
90,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,6A,34,6,40.16,0.0004,0.0019,0.0015,,,,,,,,,,,,,,,,,,
90,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,7A,20,3,123.46,0.0008,0.0032,0.0024,,,,,,,,,,,,,,,,,,
90,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
